filename,title,description,feature,topic,role,level
./help/media-collection-api/mc-api-impl/mc-api-sed-pings.md,Sending Ping Events,Ping events are the heartbeat of Streaming Media Analytics. Learn how to send a timed ping for main content or and ad tracking.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/mc-api-impl/mc-api-sending-qoe.md,Sending QoE Data,Learn about sending events with a qoeData JSON key.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/mc-api-impl/mc-api-custom-meta.md,Custom Metadata Support,"Learn how to provide custom key:value pairs on the sessionStart, chapterStart, and adStart events.",Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/mc-api-impl/mc-api-timeout.md,Timeout Conditions,Learn about Streaming Media Collection API timeout conditions.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/mc-api-impl/mc-api-ctrl-order.md,Controlling the Order of Events,Learn about controlling the order of events and how in some cases events are reordered based on the provided timestamp in the playerTime object.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/mc-api-impl/mc-api-queuing.md,Queueing Events When Sessions Response is Slow,Learn what to do when the Session ID is returned after your player fires events. ,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/mc-api-timelines/mc-api-timeline-1.md,Learn About Media Traking Timelines�View to end of content,Dig deeper into the the playhead timeline and corresponding user�s actions. Learn about the details for each action and its accompanying requests.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/mc-api-timelines/mc-api-timeline-2.md,Learn About Media Traking Timelines�User abandons session,Learn about the playhead timeline and corresponding user�s action when a video session is abandoned. Learn about the details for each action and requests.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/mc-api-timelines/mc-api-timeline-3.md,Learn About Media Traking Timelines�Chapters,Learn about the playhead timeline and when a chapter starts and ends.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-analytics-cookbook/media-analytics-cookbook.md,Media Analytics Cookbook,"Top-level Cookbook page, with general MA cookbook links and SDK-specific links.",Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-analytics-cookbook/media-dimensions.md,What is Media Stream Attribution?,Learn how to link application actions to media tracking data without the need for additional processing rules and custom variables.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/metrics-and-metadata/audio-video-parameters.md,Audio and video parameters,Learn about Core Streaming Media Data variables including audio and video content data and context data values.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/metrics-and-metadata/ad-parameters.md,Ad parameters,"Learn about ad parameters including the implementation, network, and reporting variables for ad video data.",Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/metrics-and-metadata/chapter-parameters.md,Chapter parameters,"Learn about chapter parameters for implementation, network, and reporting.",Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/metrics-and-metadata/player-state-parameters.md,Player state parameters,"Learn about player state tracking parameters for full screen, close caption, mute, and picture in picture properties.","Media Analytics, Variables",,"Business Practitioner, Administrator, Data Engineer",
./help/metrics-and-metadata/quality-parameters.md,Quality parameters,Learn about the Quality of Experience (QoE) parameters used to capture quality metadata.,"Media Analytics, Variables",,"Business Practitioner, Administrator, Data Engineer",
./help/metrics-and-metadata/segments.md,Segments,"Learn about the reporting segments associated with Media Stream Type including the Segment, Description, and Rule for Media Stream Type.","Media Analytics, Segmentation",,"Business Practitioner, Administrator, Data Engineer",
./help/metrics-and-metadata/calculated-metrics.md,Calculated metrics,Learn about Adobe Streaming Media calculated metrics and metric formulas.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-reports-enable.md,Media reports enablement,Learn about the media report suite that collects media metrics.  Follow these steps to configure media reports before media data is sent.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-default-reports/default-reports-overview.md,Default reports overview,Learn about report types and metrics used to track media on your website. Explore the dashboard-style reports that are available with the Media Core module.,"Media Analytics, Reports & Analytics Basics",,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-default-reports/media-reports-overview.md,Media overview,Use the Media Overview dashboard to display aggregate measurements. Learn how to quickly monitor media performance.,"Media Analytics, Reports & Analytics Basics",,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-default-reports/media-reports-detail.md,Media detail,"View detailed metrics for concurrent viewers or listeners, content starts, completion rate, time spent, and ad starts on the Media Detail dashboard.","Media Analytics, Reports & Analytics Basics",,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-default-reports/media-reports-daypart.md,Media daypart,Use the Media Daypart dashboard to display content starts by time of day and analyze when your audience is engaged.,"Media Analytics, Reports & Analytics Basics",,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-default-reports/media-concurrent-viewers.md,Media concurrent viewers,"Learn about the Media Concurrent Viewers dashboard used to display concurrent viewers during one day. Data can be filtered by content, device type, or country.","Media Analytics, Reports & Analytics Basics",,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-workspace-panels/media-concurrent-viewers.md,Media Concurrent Viewers Reporting,Learn how to use the Media Concurrent Viewers panel to analyze concurrent viewers and to understand peak concurrency and drop-offs.,"Media Analytics, Workspace Basics",,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-workspace-templates.md,Media workspace templates,Use Media workspace templates to analyze your tracking data. Choose standard templates for Acquisition or Streaming Media or create your own custom templates.,"Media Analytics, Workspace Basics",,"Business Practitioner, Administrator, Data Engineer",
./help/media-reports/media-default-reports/get-concurrent-json20.md,Get Concurrent Viewers JSON report data with Analytics 2.0 APIs,Learn how to obtain concurrent viewers report data using the Analytics 2.0 APIs. View a sample request and response.,"Media Analytics, Reports & Analytics Basics",,"Business Practitioner, Administrator, Data Engineer",
./help/media-collection-api/track-downloaded-content.md,Track downloaded content,Learn how to use the Downloaded Content feature to track media consumption when a user is offline.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/sdk-implement/player-state-tracking/player-state-overview.md,About Player State Tracking,Learn about the player state tracking feature including requirements and guidelines for implementing and reporting player states.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/sdk-implement/player-state-tracking/standard-and-custom-states.md,About Standard and Custom States,Learn about the player state tracking feature including requirements and guidelines for implementing and reporting standard and custom player states.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/sdk-implement/player-state-tracking/implementation-and-reporting.md,Implementation and Reporting,Learn about how to implement the player state tracking feature including .,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/sdk-implement/player-state-tracking/player-state-examples.md,Player State Tracking Examples,This topic includes examples of the Player State Tracking feature.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/federated-analytics.md,Federated Analytics,The Federated Analytics service provides a system for sharing Adobe Analytics for Streaming Media data between two partners.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
./help/additional-resources/doc-updates.md,What's new in Adobe Analytics for Streaming Media?,Learn what's new in Adobe Analytics for Streaming Media.,Media Analytics,,"Business Practitioner, Administrator, Data Engineer",
